timestamp,frame_number,object_class,confidence,distance,position,category,urgency,bbox_x1,bbox_y1,bbox_x2,bbox_y2
2025-12-17T16:24:08.758772,4,person,0.6241726279258728,0.85064065,center,critical,3,176,143,587,479
2025-12-17T16:24:15.251671,32,person,0.6042184829711914,0.8608902,center,critical,3,175,143,581,479
2025-12-17T16:24:16.419841,37,person,0.759263277053833,0.8589227,center,critical,3,175,141,582,479
2025-12-17T16:24:21.743357,57,person,0.7019593119621277,0.85918283,center,critical,3,175,143,582,479
