timestamp,frame_number,fps,processing_time_ms,num_detections,memory_usage_mb
2025-12-17T16:24:07.730789,1,0.22605596026316957,0,0,474.46875
2025-12-17T16:24:08.262117,2,0.22605596026316957,871.607780456543,0,481.1640625
2025-12-17T16:24:08.508177,3,1.6491312708104673,263.3228302001953,0,482.40234375
2025-12-17T16:24:08.760772,4,1.6491312708104673,230.06033897399902,1,484.79296875
2025-12-17T16:24:09.024493,5,1.6491312708104673,237.58649826049805,0,486.01171875
2025-12-17T16:24:09.272291,6,1.6491312708104673,244.3404197692871,0,486.01171875
2025-12-17T16:24:09.521748,7,3.9710552451716925,242.12074279785156,0,486.01171875
2025-12-17T16:24:09.765577,8,3.9710552451716925,239.34221267700195,0,487.1796875
2025-12-17T16:24:09.993648,9,3.9710552451716925,225.31414031982422,0,487.1796875
2025-12-17T16:24:10.225880,10,3.9710552451716925,215.0728702545166,0,487.19921875
2025-12-17T16:24:10.470259,11,3.9710552451716925,219.23184394836426,0,487.1796875
2025-12-17T16:24:10.685950,12,4.194433188542207,230.31091690063477,0,487.1640625
2025-12-17T16:24:10.897006,13,4.194433188542207,207.4880599975586,0,487.1640625
2025-12-17T16:24:11.119079,14,4.194433188542207,198.05049896240234,0,487.16796875
2025-12-17T16:24:11.332149,15,4.194433188542207,215.08336067199707,0,487.16796875
2025-12-17T16:24:11.571232,16,4.194433188542207,197.54719734191895,0,487.171875
2025-12-17T16:24:11.823114,17,4.518480581960525,232.8016757965088,0,485.05859375
2025-12-17T16:24:12.053129,18,4.518480581960525,237.08653450012207,0,486.16796875
2025-12-17T16:24:12.275401,19,4.518480581960525,223.58298301696777,0,486.1484375
2025-12-17T16:24:12.515745,20,4.518480581960525,212.22209930419922,0,486.15234375
2025-12-17T16:24:12.751355,21,4.518480581960525,234.34758186340332,0,486.0546875
2025-12-17T16:24:12.971406,22,4.2650561636881905,220.5972671508789,0,486.15625
2025-12-17T16:24:13.214476,23,4.2650561636881905,215.06023406982422,0,486.15625
2025-12-17T16:24:13.444102,24,4.2650561636881905,228.0728816986084,0,486.15625
2025-12-17T16:24:13.669170,25,4.2650561636881905,223.62375259399414,0,486.12890625
2025-12-17T16:24:13.888244,26,4.2650561636881905,213.07373046875,0,486.16015625
2025-12-17T16:24:14.135896,27,4.401828190018418,210.07370948791504,0,486.1328125
2025-12-17T16:24:14.367386,28,4.401828190018418,242.76995658874512,0,486.15234375
2025-12-17T16:24:14.594445,29,4.401828190018418,215.28387069702148,0,486.16015625
2025-12-17T16:24:14.831545,30,4.401828190018418,221.06027603149414,0,486.03515625
2025-12-17T16:24:15.043403,31,4.401828190018418,224.10011291503906,0,486.16015625
2025-12-17T16:24:15.253716,32,4.3246810237594815,197.35193252563477,1,486.19140625
2025-12-17T16:24:15.489295,33,4.3246810237594815,204.32448387145996,0,486.5078125
2025-12-17T16:24:15.711559,34,4.3246810237594815,221.57979011535645,0,486.5078125
2025-12-17T16:24:15.943161,35,4.3246810237594815,207.26442337036133,0,482.55859375
2025-12-17T16:24:16.170227,36,4.3246810237594815,224.60603713989258,0,484.74609375
2025-12-17T16:24:16.423059,37,4.4293650900931345,221.0686206817627,1,484.80859375
2025-12-17T16:24:16.666059,38,4.4293650900931345,244.85111236572266,0,484.80859375
2025-12-17T16:24:16.900367,39,4.4293650900931345,228.47652435302734,0,484.80859375
2025-12-17T16:24:17.126447,40,4.4293650900931345,218.522310256958,0,484.79296875
2025-12-17T16:24:17.519775,41,4.4293650900931345,220.08299827575684,0,482.4765625
2025-12-17T16:24:17.799387,42,3.685762406296239,377.81357765197754,0,484.74609375
2025-12-17T16:24:18.068499,43,3.685762406296239,264.5890712738037,0,484.74609375
2025-12-17T16:24:18.342427,44,3.685762406296239,259.11736488342285,0,484.7734375
2025-12-17T16:24:18.580292,45,3.685762406296239,256.71958923339844,0,486.4765625
2025-12-17T16:24:18.838765,46,3.764716864489216,209.28645133972168,0,486.7265625
2025-12-17T16:24:19.110773,47,3.764716864489216,241.47439002990723,0,486.73046875
2025-12-17T16:24:19.345391,48,3.764716864489216,254.61840629577637,0,484.5234375
2025-12-17T16:24:19.560979,49,3.764716864489216,229.63595390319824,0,486.73046875
2025-12-17T16:24:19.804271,50,3.764716864489216,197.54648208618164,0,486.73046875
2025-12-17T16:24:20.030556,51,4.091722870936474,228.29508781433105,0,486.73046875
2025-12-17T16:24:20.425026,52,4.091722870936474,210.28685569763184,0,486.7578125
2025-12-17T16:24:20.661759,53,4.091722870936474,285.89940071105957,0,486.765625
2025-12-17T16:24:20.898059,54,4.091722870936474,224.72572326660156,0,486.77734375
2025-12-17T16:24:21.153887,55,3.6298543836358568,228.3017635345459,0,486.77734375
2025-12-17T16:24:21.430443,56,3.6298543836358568,232.64455795288086,0,484.53125
2025-12-17T16:24:21.746550,57,3.6298543836358568,259.4139575958252,1,486.80859375
2025-12-17T16:24:22.009842,58,3.6298543836358568,296.7844009399414,0,486.84375
2025-12-17T16:24:22.252962,59,3.6016273985494927,243.6685562133789,0,486.84375
